# Gene IDs passing expressed in esophagus (UBERON:0001043) filter
# Total: 72
ENSG00000160182	ENST00000291527	TFF1	7031	NM_003225	NP_003216
ENSG00000188277	ENST00000344320	C15orf62	643338	NM_001130448	NP_001123920
ENSG00000177613	ENST00000331173	CSTF2T	23283	NM_015235	NP_056050
ENSG00000103241	ENST00000262426	FOXF1	2294	NM_001451	NP_001442
ENSG00000182154	ENST00000371443	MRPL41	64975	NM_032477	NP_115866
ENSG00000136897	ENST00000374865	MRPL50	54534	NM_019051	NP_061924
ENSG00000187713	ENST00000343666	TMEM203	94107	NM_053045	NP_444273
ENSG00000198435	ENST00000356628	NRARP	441478	NM_001004354	NP_001004354
ENSG00000188021	ENST00000338222	UBQLN2	29978	NM_013444	NP_038472
ENSG00000176396	ENST00000390658	EID2	163126	NM_153232	NP_694964
ENSG00000178363	ENST00000315238	CALML3	810	NM_005185	NP_005176
ENSG00000188483	ENST00000372491	IER5L	389792	NM_203434	NP_982258
ENSG00000170604	ENST00000302165	IRF2BP1	26145	NM_015649	NP_056464
ENSG00000223496	ENST00000435634	EXOSC6	118460	NM_058219	NP_478126
ENSG00000198142	ENST00000356454	SOWAHC	65124	NM_023016	NP_075392
ENSG00000182810	ENST00000332395	DDX28	55794	NM_018380	NP_060850
ENSG00000221821	ENST00000408925	C6orf226	441150	NM_001008739	NP_001008739
ENSG00000204539	ENST00000376288	CDSN	1041	NM_001264	NP_001255
ENSG00000204538	ENST00000259845	PSORS1C2	170680	NM_014069	NP_054788
ENSG00000175602	ENST00000312579	CCDC85B	11007	NM_006848	NP_006839
ENSG00000204439	ENST00000375911	C6orf47	57827	NM_021184	NP_067007
ENSG00000124659	ENST00000372876	TBCC	6903	NM_003192	NP_003183
ENSG00000170027	ENST00000307630	YWHAG	7532	NM_012479	NP_036611
ENSG00000182636	ENST00000649030	NDN	4692	NM_002487	NP_002478
ENSG00000175283	ENST00000372586	DOLK	22845	NM_014908	NP_055723
ENSG00000262664	ENST00000572195	OVCA2	124641	NM_080822	NP_543012
ENSG00000168703	ENST00000372785	WFDC12	128488	NM_080869	NP_543145
ENSG00000179918	ENST00000478753	SEPHS2	22928	NM_012248	NP_036380
ENSG00000285025	ENST00000637854	MIURF	127898561	NM_001414695	NP_001401624
ENSG00000171223	ENST00000302754	JUNB	3726	NM_002229	NP_002220
ENSG00000159763	ENST00000291009	PIP	5304	NM_002652	NP_002643
ENSG00000169252	ENST00000305988	ADRB2	154	NM_000024	NP_000015
ENSG00000285723	ENST00000649912		128706665	NM_001394148	NP_001381077
ENSG00000125817	ENST00000379751	CENPB	1059	NM_001810	NP_001801
ENSG00000182782	ENST00000328880	HCAR2	338442	NM_177551	NP_808219
ENSG00000255398	ENST00000528880	HCAR3	8843	NM_006018	NP_006009
ENSG00000186222	ENST00000320776	BLOC1S4	55330	NM_018366	NP_060836
ENSG00000105617	ENST00000222224	LENG1	79165	NM_024316	NP_077292
ENSG00000221869	ENST00000408965	CEBPD	1052	NM_005195	NP_005186
ENSG00000183779	ENST00000331569	ZNF703	80139	NM_025069	NP_079345
ENSG00000179041	ENST00000320270	RRS1	23212	NM_015169	NP_055984
ENSG00000176903	ENST00000316836	PNMA1	9240	NM_006029	NP_006020
ENSG00000162817	ENST00000294889	C1orf115	79762	NM_024709	NP_078985
ENSG00000145040	ENST00000273610	UCN2	90226	NM_033199	NP_149976
ENSG00000169976	ENST00000367569	SF3B5	83443	NM_031287	NP_112577
ENSG00000170468	ENST00000304061	RIOX1	79697	NM_024644	NP_078920
ENSG00000168282	ENST00000305386	MGAT2	4247	NM_002408	NP_002399
ENSG00000205138	ENST00000378887	SDHAF1	644096	NM_001042631	NP_001036096
ENSG00000178718	ENST00000322177	RPP25	54913	NM_017793	NP_060263
ENSG00000212747	ENST00000391440	RTL8B	441518	NM_001078173	NP_001071641
ENSG00000284981	ENST00000644544	UPK3BL2	107983993	NM_001363506	NP_001350435
ENSG00000135045	ENST00000376854	C9orf40	55071	NM_017998	NP_060468
ENSG00000155760	ENST00000286201	FZD7	8324	NM_003507	NP_003498
ENSG00000173456	ENST00000311413	RNF26	79102	NM_032015	NP_114404
ENSG00000269855	ENST00000601382	RNF225	646862	NM_001195135	NP_001182064
ENSG00000270170	ENST00000602845	NCBP2AS2	152217	NM_001355243	NP_001342172
ENSG00000163202	ENST00000368787	LCE3D	84648	NM_032563	NP_115952
ENSG00000241794	ENST00000392653	SPRR2A	6700	NM_005988	NP_005979
ENSG00000284976	ENST00000645271		122513141	NM_001395982	NP_001382911
ENSG00000158246	ENST00000289166	TENT5B	115572	NM_052943	NP_443175
ENSG00000204388	ENST00000375650	HSPA1B	3304	NM_005346	NP_005337
ENSG00000256537	ENST00000622602	SMIM10L1	100129361	NM_001271592	NP_001258521
ENSG00000184502	ENST00000329402	GAST	2520	NM_000805	NP_000796
ENSG00000179862	ENST00000372638	CITED4	163732	NM_133467	NP_597724
ENSG00000288623	ENST00000675818		128071547	NM_001414895	NP_001401824
ENSG00000259956	ENST00000563281	RBM15B	29890	NM_013286	NP_037418
ENSG00000184292	ENST00000371225	TACSTD2	4070	NM_002353	NP_002344
ENSG00000203782	ENST00000368742	LORICRIN	4014	NM_000427	NP_000418
ENSG00000176022	ENST00000379198	B3GALT6	126792	NM_080605	NP_542172
ENSG00000283227	ENST00000636302	SPRR5	110806278	NM_001395435	NP_001382364
ENSG00000198854	ENST00000368775	KPLCE	100129271	NM_001024679	NP_001019850
ENSG00000215695	ENST00000345034	RSC1A1	6248	NM_006511	NP_006502
