# Gene IDs passing expressed in small intestine (UBERON:0002108) filter
# Total: 65
ENSG00000188277	ENST00000344320	C15orf62	643338	NM_001130448	NP_001123920
ENSG00000253797	ENST00000521776	UTP14C	9724	NM_021645	NP_067677
ENSG00000101405	ENST00000217386	OXT	5020	NM_000915	NP_000906
ENSG00000182816	ENST00000399889	KRTAP13-2	337959	NM_181621	NP_853652
ENSG00000177613	ENST00000331173	CSTF2T	23283	NM_015235	NP_056050
ENSG00000103241	ENST00000262426	FOXF1	2294	NM_001451	NP_001442
ENSG00000124107	ENST00000338380	SLPI	6590	NM_003064	NP_003055
ENSG00000175311	ENST00000311620	ANKS4B	257629	NM_145865	NP_665872
ENSG00000182154	ENST00000371443	MRPL41	64975	NM_032477	NP_115866
ENSG00000136897	ENST00000374865	MRPL50	54534	NM_019051	NP_061924
ENSG00000187713	ENST00000343666	TMEM203	94107	NM_053045	NP_444273
ENSG00000198435	ENST00000356628	NRARP	441478	NM_001004354	NP_001004354
ENSG00000188021	ENST00000338222	UBQLN2	29978	NM_013444	NP_038472
ENSG00000176396	ENST00000390658	EID2	163126	NM_153232	NP_694964
ENSG00000188483	ENST00000372491	IER5L	389792	NM_203434	NP_982258
ENSG00000170604	ENST00000302165	IRF2BP1	26145	NM_015649	NP_056464
ENSG00000223496	ENST00000435634	EXOSC6	118460	NM_058219	NP_478126
ENSG00000198142	ENST00000356454	SOWAHC	65124	NM_023016	NP_075392
ENSG00000182810	ENST00000332395	DDX28	55794	NM_018380	NP_060850
ENSG00000221821	ENST00000408925	C6orf226	441150	NM_001008739	NP_001008739
ENSG00000136514	ENST00000259030	RTP4	64108	NM_022147	NP_071430
ENSG00000170835	ENST00000372080	CEL	1056	NM_001807	NP_001798
ENSG00000175602	ENST00000312579	CCDC85B	11007	NM_006848	NP_006839
ENSG00000204439	ENST00000375911	C6orf47	57827	NM_021184	NP_067007
ENSG00000124659	ENST00000372876	TBCC	6903	NM_003192	NP_003183
ENSG00000170027	ENST00000307630	YWHAG	7532	NM_012479	NP_036611
ENSG00000175283	ENST00000372586	DOLK	22845	NM_014908	NP_055723
ENSG00000262664	ENST00000572195	OVCA2	124641	NM_080822	NP_543012
ENSG00000179918	ENST00000478753	SEPHS2	22928	NM_012248	NP_036380
ENSG00000171223	ENST00000302754	JUNB	3726	NM_002229	NP_002220
ENSG00000285723	ENST00000649912		128706665	NM_001394148	NP_001381077
ENSG00000125817	ENST00000379751	CENPB	1059	NM_001810	NP_001801
ENSG00000186222	ENST00000320776	BLOC1S4	55330	NM_018366	NP_060836
ENSG00000105617	ENST00000222224	LENG1	79165	NM_024316	NP_077292
ENSG00000221869	ENST00000408965	CEBPD	1052	NM_005195	NP_005186
ENSG00000183779	ENST00000331569	ZNF703	80139	NM_025069	NP_079345
ENSG00000179041	ENST00000320270	RRS1	23212	NM_015169	NP_055984
ENSG00000176903	ENST00000316836	PNMA1	9240	NM_006029	NP_006020
ENSG00000162817	ENST00000294889	C1orf115	79762	NM_024709	NP_078985
ENSG00000169976	ENST00000367569	SF3B5	83443	NM_031287	NP_112577
ENSG00000170468	ENST00000304061	RIOX1	79697	NM_024644	NP_078920
ENSG00000168282	ENST00000305386	MGAT2	4247	NM_002408	NP_002399
ENSG00000205138	ENST00000378887	SDHAF1	644096	NM_001042631	NP_001036096
ENSG00000108700	ENST00000394620	CCL8	6355	NM_005623	NP_005614
ENSG00000178718	ENST00000322177	RPP25	54913	NM_017793	NP_060263
ENSG00000197417	ENST00000225519	SHPK	23729	NM_013276	NP_037408
ENSG00000164822	ENST00000297436	DEFA6	1671	NM_001926	NP_001917
ENSG00000164821	ENST00000297435	DEFA4	1669	NM_001925	NP_001916
ENSG00000284981	ENST00000644544	UPK3BL2	107983993	NM_001363506	NP_001350435
ENSG00000135045	ENST00000376854	C9orf40	55071	NM_017998	NP_060468
ENSG00000174529	ENST00000367167	TMEM81	388730	NM_203376	NP_976310
ENSG00000173456	ENST00000311413	RNF26	79102	NM_032015	NP_114404
ENSG00000270170	ENST00000602845	NCBP2AS2	152217	NM_001355243	NP_001342172
ENSG00000271824	ENST00000607574	SMIM32	389332	NM_001350994	NP_001337923
ENSG00000284976	ENST00000645271		122513141	NM_001395982	NP_001382911
ENSG00000288529	ENST00000674115		128092253	NM_001414965	NP_001401894
ENSG00000204388	ENST00000375650	HSPA1B	3304	NM_005346	NP_005337
ENSG00000256537	ENST00000622602	SMIM10L1	100129361	NM_001271592	NP_001258521
ENSG00000179862	ENST00000372638	CITED4	163732	NM_133467	NP_597724
ENSG00000288623	ENST00000675818		128071547	NM_001414895	NP_001401824
ENSG00000259956	ENST00000563281	RBM15B	29890	NM_013286	NP_037418
ENSG00000157005	ENST00000287641	SST	6750	NM_001048	NP_001039
ENSG00000184292	ENST00000371225	TACSTD2	4070	NM_002353	NP_002344
ENSG00000176022	ENST00000379198	B3GALT6	126792	NM_080605	NP_542172
ENSG00000215695	ENST00000345034	RSC1A1	6248	NM_006511	NP_006502
